nasa_host,planet_count,status,hyg_id,hyg_name,hyg_distance_ly,nasa_distance_ly,method,evidence,angular_separation_arcsec,distance_difference_percent,candidate_hyg_ids,notes
K2-350,2,unmatched_other,,,,1596.1049425048725,unassigned,K2-350,,,,Position candidates require review; component identity is preserved.
K2-351,1,unmatched_other,,,,2265.91924916664,unassigned,K2-351,,,,Position candidates require review; component identity is preserved.
K2-352,3,unmatched_other,,,,574.2015645341038,unassigned,K2-352,,,,Position candidates require review; component identity is preserved.
K2-353,1,unmatched_other,,,,875.7787976261133,unassigned,K2-353,,,,Position candidates require review; component identity is preserved.
K2-354,1,unmatched_other,,,,299.1571527693513,unassigned,K2-354,,,,Position candidates require review; component identity is preserved.
K2-355,1,unmatched_other,,,,1632.402885780969,unassigned,K2-355,,,,Position candidates require review; component identity is preserved.
K2-356,1,unmatched_other,,,,1159.6163853341093,unassigned,K2-356,,,,Position candidates require review; component identity is preserved.
K2-357,1,unmatched_other,,,,1688.469167110477,unassigned,K2-357,,,,Position candidates require review; component identity is preserved.
K2-358,1,unmatched_other,,,,1566.5519131199585,unassigned,K2-358,,,,Position candidates require review; component identity is preserved.
K2-36,2,unmatched_other,,,,357.95336298034863,unassigned,K2-36,,,,Position candidates require review; component identity is preserved.
K2-365,1,unmatched_other,,,,610.6364934888412,unassigned,K2-365,,,,Position candidates require review; component identity is preserved.
K2-366,1,unmatched_other,,,,606.4779996729527,unassigned,K2-366,,,,Position candidates require review; component identity is preserved.
K2-367,1,unmatched_other,,,,577.1826338264349,unassigned,K2-367,,,,Position candidates require review; component identity is preserved.
K2-368,3,unmatched_other,,,,673.8651688730091,unassigned,K2-368,,,,Position candidates require review; component identity is preserved.
K2-369,1,unmatched_other,,,,605.1831588534172,unassigned,K2-369,,,,Position candidates require review; component identity is preserved.
K2-37,3,unmatched_other,,,,586.8955707548395,unassigned,K2-37,,,,Position candidates require review; component identity is preserved.
K2-370,1,unmatched_other,,,,470.3240197950982,unassigned,K2-370,,,,Position candidates require review; component identity is preserved.
K2-371,1,unmatched_other,,,,1444.2628408588425,unassigned,K2-371,,,,Position candidates require review; component identity is preserved.
K2-372,1,unmatched_other,,,,1512.9742049524289,unassigned,K2-372,,,,Position candidates require review; component identity is preserved.
K2-373,1,unmatched_other,,,,748.7474116329962,unassigned,K2-373,,,,Position candidates require review; component identity is preserved.
K2-374,2,unmatched_other,,,,1172.333222501285,unassigned,K2-374,,,,Position candidates require review; component identity is preserved.
K2-375,1,unmatched_other,,,,2270.3745452862504,unassigned,K2-375,,,,Position candidates require review; component identity is preserved.
K2-376,1,unmatched_other,,,,527.1013220280289,unassigned,K2-376,,,,Position candidates require review; component identity is preserved.
K2-377,1,unmatched_other,,,,636.4909095504474,unassigned,K2-377,,,,Position candidates require review; component identity is preserved.
K2-378,1,unmatched_other,,,,2243.8678164692105,unassigned,K2-378,,,,Position candidates require review; component identity is preserved.
K2-379,1,unmatched_other,,,,594.2797511463465,unassigned,K2-379,,,,Position candidates require review; component identity is preserved.
K2-38,2,unmatched_other,,,,628.4707242223927,unassigned,K2-38,,,,Position candidates require review; component identity is preserved.
K2-380,1,unmatched_other,,,,813.1176343391726,unassigned,K2-380,,,,Position candidates require review; component identity is preserved.
K2-381,3,unmatched_other,,,,475.2131038970722,unassigned,K2-381,,,,Position candidates require review; component identity is preserved.
K2-382,1,unmatched_other,,,,908.0584943287394,unassigned,K2-382,,,,Position candidates require review; component identity is preserved.
K2-383,1,unmatched_other,,,,664.667559021397,unassigned,K2-383,,,,Position candidates require review; component identity is preserved.
K2-384,5,unmatched_other,,,,269.6018402897932,unassigned,K2-384,,,,Position candidates require review; component identity is preserved.
K2-385,1,unmatched_other,,,,1372.5280071438222,unassigned,K2-385,,,,Position candidates require review; component identity is preserved.
K2-386,1,unmatched_other,,,,1398.5096241927379,unassigned,K2-386,,,,Position candidates require review; component identity is preserved.
K2-387,1,unmatched_other,,,,868.6131420076764,unassigned,K2-387,,,,Position candidates require review; component identity is preserved.
K2-388,1,unmatched_other,,,,947.4679694482536,unassigned,K2-388,,,,Position candidates require review; component identity is preserved.
K2-389,2,unmatched_other,,,,845.4234235520162,unassigned,K2-389,,,,Position candidates require review; component identity is preserved.
K2-39,1,unmatched_other,,,,1002.8330145656709,unassigned,K2-39,,,,Position candidates require review; component identity is preserved.
K2-390,1,unmatched_other,,,,1487.6709931691641,unassigned,K2-390,,,,Position candidates require review; component identity is preserved.
K2-391,1,unmatched_other,,,,1656.678704974426,unassigned,K2-391,,,,Position candidates require review; component identity is preserved.
K2-392,1,unmatched_other,,,,1327.4075338504879,unassigned,K2-392,,,,Position candidates require review; component identity is preserved.
K2-393,1,unmatched_other,,,,867.2954702417009,unassigned,K2-393,,,,Position candidates require review; component identity is preserved.
K2-394,1,unmatched_other,,,,319.6828259318214,unassigned,K2-394,,,,Position candidates require review; component identity is preserved.
K2-395,2,unmatched_other,,,,935.1783971358866,unassigned,K2-395,,,,Position candidates require review; component identity is preserved.
K2-396,2,unmatched_other,,,,896.4864660473493,unassigned,K2-396,,,,Position candidates require review; component identity is preserved.
K2-397,1,unmatched_other,,,,650.2057852334366,unassigned,K2-397,,,,Position candidates require review; component identity is preserved.
K2-398,2,unmatched_other,,,,1979.7431202304144,unassigned,K2-398,,,,Position candidates require review; component identity is preserved.
K2-4,1,unmatched_other,,,,756.1218073331718,unassigned,K2-4,,,,Position candidates require review; component identity is preserved.
K2-400,1,unmatched_other,,,,203.45765304521535,unassigned,K2-400,,,,Position candidates require review; component identity is preserved.
K2-401,1,unmatched_other,,,,654.6839122994874,unassigned,K2-401,,,,Position candidates require review; component identity is preserved.
K2-402,1,unmatched_other,,,,1705.9772414663116,unassigned,K2-402,,,,Position candidates require review; component identity is preserved.
K2-403,1,unmatched_other,,,,804.2983658857119,unassigned,K2-403,,,,Position candidates require review; component identity is preserved.
K2-404,1,unmatched_other,,,,396.70400221687487,unassigned,K2-404,,,,Position candidates require review; component identity is preserved.
K2-405,1,unmatched_other,,,,643.2912700258415,unassigned,K2-405,,,,Position candidates require review; component identity is preserved.
K2-406,1,unmatched_other,,,,278.45633363204735,unassigned,K2-406,,,,Position candidates require review; component identity is preserved.
K2-407,2,unmatched_other,,,,712.2472514027154,unassigned,K2-407,,,,Position candidates require review; component identity is preserved.
K2-408,1,unmatched_other,,,,529.3713704169375,unassigned,K2-408,,,,Position candidates require review; component identity is preserved.
K2-409,1,unmatched_other,,,,1405.835096436256,unassigned,K2-409,,,,Position candidates require review; component identity is preserved.
K2-411,1,unmatched_other,,,,972.6602880630948,unassigned,K2-411,,,,Position candidates require review; component identity is preserved.
K2-412,1,unmatched_other,,,,2133.339943188561,unassigned,K2-412,,,,Position candidates require review; component identity is preserved.
K2-413,2,unmatched_other,,,,930.0740498246196,unassigned,K2-413,,,,Position candidates require review; component identity is preserved.
K2-414,2,unmatched_other,,,,848.1239983595107,unassigned,K2-414,,,,Position candidates require review; component identity is preserved.
K2-415,1,unmatched_other,,,,71.1614508029945,unassigned,K2-415,,,,Position candidates require review; component identity is preserved.
K2-416,1,unmatched_other,,,,392.4019995947911,unassigned,K2-416,,,,Position candidates require review; component identity is preserved.
K2-417,1,unmatched_other,,,,306.72528535789064,unassigned,K2-417,,,,Position candidates require review; component identity is preserved.
K2-419 A,1,unmatched_other,,,,876.3332634682318,unassigned,K2-419 A,,,,Position candidates require review; component identity is preserved.
K2-42,1,unmatched_other,,,,1294.5570634868575,unassigned,K2-42,,,,Position candidates require review; component identity is preserved.
K2-43,2,unmatched_other,,,,595.3528056290346,unassigned,K2-43,,,,Position candidates require review; component identity is preserved.
K2-44,1,unmatched_other,,,,1554.797237267047,unassigned,K2-44,,,,Position candidates require review; component identity is preserved.
K2-45,1,unmatched_other,,,,1615.5079854152416,unassigned,K2-45,,,,Position candidates require review; component identity is preserved.
K2-46,1,unmatched_other,,,,1465.2151265633663,unassigned,K2-46,,,,Position candidates require review; component identity is preserved.
K2-47,1,unmatched_other,,,,1141.1591959191187,unassigned,K2-47,,,,Position candidates require review; component identity is preserved.
K2-48,1,unmatched_other,,,,1023.3612969791626,unassigned,K2-48,,,,Position candidates require review; component identity is preserved.
K2-49,1,unmatched_other,,,,1490.942341637663,unassigned,K2-49,,,,Position candidates require review; component identity is preserved.
K2-5,2,unmatched_other,,,,661.9115376296904,unassigned,K2-5,,,,Position candidates require review; component identity is preserved.
K2-50,2,unmatched_other,,,,839.6667634853155,unassigned,K2-50,,,,Position candidates require review; component identity is preserved.
K2-52,1,unmatched_other,,,,3386.8404418484347,unassigned,K2-52,,,,Position candidates require review; component identity is preserved.
K2-53,1,unmatched_other,,,,450.1545093970948,unassigned,K2-53,,,,Position candidates require review; component identity is preserved.
K2-54,1,unmatched_other,,,,570.6268906343283,unassigned,K2-54,,,,Position candidates require review; component identity is preserved.
K2-55,1,unmatched_other,,,,520.2911768613033,unassigned,K2-55,,,,Position candidates require review; component identity is preserved.
K2-57,1,unmatched_other,,,,861.7475502567391,unassigned,K2-57,,,,Position candidates require review; component identity is preserved.
K2-58,3,unmatched_other,,,,592.7761702450723,unassigned,K2-58,,,,Position candidates require review; component identity is preserved.
K2-59,2,unmatched_other,,,,1015.3672041613252,unassigned,K2-59,,,,Position candidates require review; component identity is preserved.
K2-6,1,unmatched_other,,,,1033.325374318409,unassigned,K2-6,,,,Position candidates require review; component identity is preserved.
K2-60,1,unmatched_other,,,,1604.2653750753454,unassigned,K2-60,,,,Position candidates require review; component identity is preserved.
K2-61,1,unmatched_other,,,,1323.320794437697,unassigned,K2-61,,,,Position candidates require review; component identity is preserved.
K2-62,2,unmatched_other,,,,366.81829332668974,unassigned,K2-62,,,,Position candidates require review; component identity is preserved.
K2-63,2,unmatched_other,,,,1687.9701478525703,unassigned,K2-63,,,,Position candidates require review; component identity is preserved.
K2-64,1,unmatched_other,,,,1630.4263781320055,unassigned,K2-64,,,,Position candidates require review; component identity is preserved.
K2-65,1,unmatched_other,,,,,unassigned,K2-65,,,,Position candidates require review; component identity is preserved.
K2-66,1,unmatched_other,,,,1676.042609119469,unassigned,K2-66,,,,Position candidates require review; component identity is preserved.
K2-68,1,unmatched_other,,,,550.0692541468419,unassigned,K2-68,,,,Position candidates require review; component identity is preserved.
K2-69,1,unmatched_other,,,,589.3547898428237,unassigned,K2-69,,,,Position candidates require review; component identity is preserved.
K2-7,1,unmatched_other,,,,2408.8377123183395,unassigned,K2-7,,,,Position candidates require review; component identity is preserved.
K2-70,1,unmatched_other,,,,759.8269437840339,unassigned,K2-70,,,,Position candidates require review; component identity is preserved.
K2-71,1,unmatched_other,,,,499.64547815183346,unassigned,K2-71,,,,Position candidates require review; component identity is preserved.
K2-72,4,unmatched_other,,,,216.67253100116466,unassigned,K2-72,,,,Position candidates require review; component identity is preserved.
K2-73,2,unmatched_other,,,,877.9575222292611,unassigned,K2-73,,,,Position candidates require review; component identity is preserved.
K2-74,1,unmatched_other,,,,1232.290549416954,unassigned,K2-74,,,,Position candidates require review; component identity is preserved.
K2-75,2,unmatched_other,,,,1832.7705333036956,unassigned,K2-75,,,,Position candidates require review; component identity is preserved.
K2-77,1,unmatched_other,,,,462.26469570171747,unassigned,K2-77,,,,Position candidates require review; component identity is preserved.
K2-79,1,unmatched_other,,,,834.9962041564119,unassigned,K2-79,,,,Position candidates require review; component identity is preserved.
K2-8,2,unmatched_other,,,,1316.0833844161625,unassigned,K2-8,,,,Position candidates require review; component identity is preserved.
K2-80,3,unmatched_other,,,,654.9285295827749,unassigned,K2-80,,,,Position candidates require review; component identity is preserved.
K2-81,1,unmatched_other,,,,822.9512491273325,unassigned,K2-81,,,,Position candidates require review; component identity is preserved.
K2-83,2,unmatched_other,,,,409.42083938405074,unassigned,K2-83,,,,Position candidates require review; component identity is preserved.
K2-84,2,unmatched_other,,,,929.1412425843497,unassigned,K2-84,,,,Position candidates require review; component identity is preserved.
K2-85,1,unmatched_other,,,,317.08238113228583,unassigned,K2-85,,,,Position candidates require review; component identity is preserved.
K2-86,1,unmatched_other,,,,843.7632875894378,unassigned,K2-86,,,,Position candidates require review; component identity is preserved.
K2-87,1,unmatched_other,,,,1602.2171130232844,unassigned,K2-87,,,,Position candidates require review; component identity is preserved.
K2-88,1,unmatched_other,,,,360.60175276740864,unassigned,K2-88,,,,Position candidates require review; component identity is preserved.
K2-89,1,unmatched_other,,,,280.62038119819795,unassigned,K2-89,,,,Position candidates require review; component identity is preserved.
K2-9,1,unmatched_other,,,,270.58944180151946,unassigned,K2-9,,,,Position candidates require review; component identity is preserved.
K2-90,2,unmatched_other,,,,437.6627201305435,unassigned,K2-90,,,,Position candidates require review; component identity is preserved.
K2-91,1,unmatched_other,,,,204.10376882947222,unassigned,K2-91,,,,Position candidates require review; component identity is preserved.
K2-95,1,unmatched_other,,,,586.6052915786715,unassigned,K2-95,,,,Position candidates require review; component identity is preserved.
K2-97,1,unmatched_other,,,,2865.0554687771883,unassigned,K2-97,,,,Position candidates require review; component identity is preserved.
K2-98,1,unmatched_other,,,,1691.52851393346,unassigned,K2-98,,,,Position candidates require review; component identity is preserved.
K2-99,2,unmatched_other,,,,1693.4984984548694,unassigned,K2-99,,,,Position candidates require review; component identity is preserved.
KELT-1,1,unmatched_other,,,,875.5015647050542,unassigned,KELT-1,,,,Position candidates require review; component identity is preserved.
KELT-10,1,unmatched_other,,,,614.491661873453,unassigned,KELT-10,,,,Position candidates require review; component identity is preserved.
KELT-11,1,unmatched_other,,,,323.41535951841183,unassigned,KELT-11,,,,Position candidates require review; component identity is preserved.
KELT-12,1,unmatched_other,,,,1200.3533169109303,unassigned,KELT-12,,,,Position candidates require review; component identity is preserved.
KELT-14,1,unmatched_other,,,,815.7855935088957,unassigned,KELT-14,,,,Position candidates require review; component identity is preserved.
KELT-15,1,unmatched_other,,,,1058.9743118620538,unassigned,KELT-15,,,,Position candidates require review; component identity is preserved.
KELT-16,1,unmatched_other,,,,1450.0455934357606,unassigned,KELT-16,,,,Position candidates require review; component identity is preserved.
KELT-17,1,unmatched_other,,,,738.7441955284237,unassigned,KELT-17,,,,Position candidates require review; component identity is preserved.
KELT-18,1,unmatched_other,,,,1048.1883204509609,unassigned,KELT-18,,,,Position candidates require review; component identity is preserved.
KELT-19 A,1,unmatched_other,,,,979.3693247527282,unassigned,KELT-19 A,,,,Position candidates require review; component identity is preserved.
KELT-2 A,1,unmatched_other,,,,437.23871683951177,unassigned,KELT-2 A,,,,Position candidates require review; component identity is preserved.
KELT-20,1,unmatched_other,,,,444.96209986384423,unassigned,KELT-20,,,,Position candidates require review; component identity is preserved.
KELT-21,1,unmatched_other,,,,1535.7986282650465,unassigned,KELT-21,,,,Position candidates require review; component identity is preserved.
KELT-23 A,1,unmatched_other,,,,411.8083040689373,unassigned,KELT-23 A,,,,Position candidates require review; component identity is preserved.
KELT-24,1,unmatched_other,,,,314.7973295500023,unassigned,KELT-24,,,,Position candidates require review; component identity is preserved.
KELT-3,1,unmatched_other,,,,685.7503072770072,unassigned,KELT-3,,,,Position candidates require review; component identity is preserved.
KELT-4 A,1,unmatched_other,,,,711.1839816113588,unassigned,KELT-4 A,,,,Position candidates require review; component identity is preserved.
KELT-6,2,unmatched_other,,,,785.1432018224075,unassigned,KELT-6,,,,Position candidates require review; component identity is preserved.
KELT-7,1,unmatched_other,,,,445.793798627022,unassigned,KELT-7,,,,Position candidates require review; component identity is preserved.
KELT-8,1,unmatched_other,,,,644.3936785825241,unassigned,KELT-8,,,,Position candidates require review; component identity is preserved.
KELT-9,1,unmatched_other,,,,666.8430220607676,unassigned,KELT-9,,,,Position candidates require review; component identity is preserved.
KIC 10001893,3,unmatched_other,,,,5456.400505374486,unassigned,KIC 10001893,,,,Position candidates require review; component identity is preserved.
KIC 10068024,1,unmatched_other,,,,2351.929947534322,unassigned,KIC 10068024,,,,Position candidates require review; component identity is preserved.
KIC 10525077,1,unmatched_other,,,,4765.633913008195,unassigned,KIC 10525077,,,,Position candidates require review; component identity is preserved.
KIC 3526061,1,unmatched_other,,,,1308.633972749112,unassigned,KIC 3526061,,,,Position candidates require review; component identity is preserved.
KIC 3558849,1,unmatched_other,,,,3965.083083902449,unassigned,KIC 3558849,,,,Position candidates require review; component identity is preserved.
KIC 5437945,2,unmatched_other,,,,4155.2648677490815,unassigned,KIC 5437945,,,,Position candidates require review; component identity is preserved.
KIC 5479689,1,unmatched_other,,,,1483.8484404223238,unassigned,KIC 5479689,,,,Position candidates require review; component identity is preserved.
KIC 7917485,1,unmatched_other,,,,4510.383931807072,unassigned,KIC 7917485,,,,Position candidates require review; component identity is preserved.
KIC 8121913,1,unmatched_other,,,,2306.913844281857,unassigned,KIC 8121913,,,,Position candidates require review; component identity is preserved.
KIC 9663113,2,unmatched_other,,,,5201.346217999992,unassigned,KIC 9663113,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-0212L,1,unmatched_other,,,,20547.85179615483,unassigned,KMT-2016-BLG-0212L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-1105L,1,unmatched_other,,,,16568.74398801056,unassigned,KMT-2016-BLG-1105L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-1107L,1,unmatched_other,,,,21692.660681940597,unassigned,KMT-2016-BLG-1107L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-1337L,1,unmatched_other,,,,22570.021337998638,unassigned,KMT-2016-BLG-1337L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-1397L,1,unmatched_other,,,,21526.32092930506,unassigned,KMT-2016-BLG-1397L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-1820L,1,unmatched_other,,,,20417.389245068134,unassigned,KMT-2016-BLG-1820L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-1836L,1,unmatched_other,,,,23157.102817888775,unassigned,KMT-2016-BLG-1836L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-2142L,1,unmatched_other,,,,22863.56207794371,unassigned,KMT-2016-BLG-2142L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-2321L,1,unmatched_other,,,,11676.39832225941,unassigned,KMT-2016-BLG-2321L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-2364L,1,unmatched_other,,,,21004.47072495827,unassigned,KMT-2016-BLG-2364L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-2397L,1,unmatched_other,,,,15916.431232577075,unassigned,KMT-2016-BLG-2397L,,,,Position candidates require review; component identity is preserved.
KMT-2016-BLG-2605L,1,unmatched_other,,,,20942.50101319209,unassigned,KMT-2016-BLG-2605L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-0165L,1,unmatched_other,,,,14774.883910568473,unassigned,KMT-2017-BLG-0165L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-0428L,1,unmatched_other,,,,17612.44439670414,unassigned,KMT-2017-BLG-0428L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-0673L,1,unmatched_other,,,,16568.74398801056,unassigned,KMT-2017-BLG-0673L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-0849L,1,unmatched_other,,,,23548.490471148867,unassigned,KMT-2017-BLG-0849L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-1003L,1,unmatched_other,,,,23124.487180117103,unassigned,KMT-2017-BLG-1003L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-1038L,1,unmatched_other,,,,19569.3826630046,unassigned,KMT-2017-BLG-1038L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-1057L,1,unmatched_other,,,,21200.164551588317,unassigned,KMT-2017-BLG-1057L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-1146L,1,unmatched_other,,,,21200.164551588317,unassigned,KMT-2017-BLG-1146L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-1194L,1,unmatched_other,,,,13829.030415189916,unassigned,KMT-2017-BLG-1194L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-2197L,1,unmatched_other,,,,25440.19746190598,unassigned,KMT-2017-BLG-2197L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-2331L,1,unmatched_other,,,,26190.35713065449,unassigned,KMT-2017-BLG-2331L,,,,Position candidates require review; component identity is preserved.
KMT-2017-BLG-2509L,1,unmatched_other,,,,22961.40899125873,unassigned,KMT-2017-BLG-2509L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-0029L,1,unmatched_other,,,,11024.085566825925,unassigned,KMT-2018-BLG-0029L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-0030L,1,unmatched_other,,,,21134.93327604497,unassigned,KMT-2018-BLG-0030L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-0087L,1,unmatched_other,,,,22896.17771571538,unassigned,KMT-2018-BLG-0087L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-0247L,1,unmatched_other,,,,22048.17113365185,unassigned,KMT-2018-BLG-0247L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-0748L,1,unmatched_other,,,,23809.41557332226,unassigned,KMT-2018-BLG-0748L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-0885L,1,unmatched_other,,,,22472.174424683617,unassigned,KMT-2018-BLG-0885L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1025L,1,unmatched_other,,,,21868.78512590764,unassigned,KMT-2018-BLG-1025L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1292L,1,unmatched_other,,,,11285.010668999319,unassigned,KMT-2018-BLG-1292L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1743L,1,unmatched_other,,,,21144.71796737647,unassigned,KMT-2018-BLG-1743L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1976L,1,unmatched_other,,,,19047.53245865781,unassigned,KMT-2018-BLG-1976L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1988L,1,unmatched_other,,,,13535.489675244848,unassigned,KMT-2018-BLG-1988L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1990L,1,unmatched_other,,,,3153.932172520908,unassigned,KMT-2018-BLG-1990L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-1996L,1,unmatched_other,,,,19275.841923059532,unassigned,KMT-2018-BLG-1996L,,,,Position candidates require review; component identity is preserved.
KMT-2018-BLG-2602L,1,unmatched_other,,,,14057.339879591638,unassigned,KMT-2018-BLG-2602L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0253L,1,unmatched_other,,,,15981.662508120424,unassigned,KMT-2019-BLG-0253L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0297L,1,unmatched_other,,,,10078.232071447368,unassigned,KMT-2019-BLG-0297L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0298L,1,unmatched_other,,,,21885.092944793476,unassigned,KMT-2019-BLG-0298L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0335L,1,unmatched_other,,,,25146.65672196091,unassigned,KMT-2019-BLG-0335L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0371L,1,unmatched_other,,,,22863.56207794371,unassigned,KMT-2019-BLG-0371L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0414L,1,unmatched_other,,,,14383.496257308381,unassigned,KMT-2019-BLG-0414L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0578L,1,unmatched_other,,,,23809.41557332226,unassigned,KMT-2019-BLG-0578L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0842L,1,unmatched_other,,,,10828.391740195879,unassigned,KMT-2019-BLG-0842L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-0953L,1,unmatched_other,,,,23483.25919560552,unassigned,KMT-2019-BLG-0953L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1042L,1,unmatched_other,,,,21526.32092930506,unassigned,KMT-2019-BLG-1042L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1216L,1,unmatched_other,,,,8936.684749438768,unassigned,KMT-2019-BLG-1216L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1339L,1,unmatched_other,,,,19960.77031626469,unassigned,KMT-2019-BLG-1339L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1367L,1,unmatched_other,,,,15231.502839371913,unassigned,KMT-2019-BLG-1367L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1552L,1,unmatched_other,,,,15003.193374970193,unassigned,KMT-2019-BLG-1552L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1715L,1,unmatched_other,,,,12589.636179866293,unassigned,KMT-2019-BLG-1715L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1806L,1,unmatched_other,,,,21656.783480391758,unassigned,KMT-2019-BLG-1806L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-1953L,1,unmatched_other,,,,22961.40899125873,unassigned,KMT-2019-BLG-1953L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-2783L,1,unmatched_other,,,,19275.841923059532,unassigned,KMT-2019-BLG-2783L,,,,Position candidates require review; component identity is preserved.
KMT-2019-BLG-2974L,1,unmatched_other,,,,19895.53904072134,unassigned,KMT-2019-BLG-2974L,,,,Position candidates require review; component identity is preserved.
KMT-2020-BLG-0202L,1,unmatched_other,,,,12524.404904322944,unassigned,KMT-2020-BLG-0202L,,,,Position candidates require review; component identity is preserved.
KMT-2020-BLG-0414L,2,unmatched_other,,,,3979.107808144269,unassigned,KMT-2020-BLG-0414L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0119L,1,unmatched_other,,,,10208.694622534067,unassigned,KMT-2021-BLG-0119L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0171L,1,unmatched_other,,,,15003.193374970193,unassigned,KMT-2021-BLG-0171L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0192L,1,unmatched_other,,,,16699.206539097257,unassigned,KMT-2021-BLG-0192L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0240L,1,unmatched_other,,,,21526.32092930506,unassigned,KMT-2021-BLG-0240L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0320L,1,unmatched_other,,,,22667.868251313663,unassigned,KMT-2021-BLG-0320L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0322L,1,unmatched_other,,,,21526.32092930506,unassigned,KMT-2021-BLG-0322L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0712L,1,unmatched_other,,,,10078.232071447368,unassigned,KMT-2021-BLG-0712L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0736L,1,unmatched_other,,,,22830.946440172032,unassigned,KMT-2021-BLG-0736L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0748L,1,unmatched_other,,,,19862.92340294967,unassigned,KMT-2021-BLG-0748L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0852L,1,unmatched_other,,,,23581.106108920543,unassigned,KMT-2021-BLG-0852L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0909L,1,unmatched_other,,,,21134.93327604497,unassigned,KMT-2021-BLG-0909L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-0912L,1,unmatched_other,,,,18134.29460105093,unassigned,KMT-2021-BLG-0912L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-1077L,2,unmatched_other,,,,26875.28552385965,unassigned,KMT-2021-BLG-1077L,,,,Position candidates require review; component identity is preserved.
KMT-2021-BLG-1105L,1,unmatched_other,,,,14807.499548340147,unassigned,KMT-2021-BLG-1105L,,,,Position candidates require review; component identity is preserved.
