nasa_host,planet_count,status,hyg_id,hyg_name,hyg_distance_ly,nasa_distance_ly,method,evidence,angular_separation_arcsec,distance_difference_percent,candidate_hyg_ids,notes
Kepler-1596,1,unmatched_other,,,,7000.066025470061,unassigned,Kepler-1596,,,,Position candidates require review; component identity is preserved.
Kepler-1597,1,unmatched_other,,,,3982.532450110294,unassigned,Kepler-1597,,,,Position candidates require review; component identity is preserved.
Kepler-1598,1,unmatched_other,,,,2021.7194460425594,unassigned,Kepler-1598,,,,Position candidates require review; component identity is preserved.
Kepler-1599,1,unmatched_other,,,,4332.009008833785,unassigned,Kepler-1599,,,,Position candidates require review; component identity is preserved.
Kepler-16,1,unmatched_other,,,,244.89516852137217,unassigned,Kepler-16,,,,Position candidates require review; component identity is preserved.
Kepler-160,3,unmatched_other,,,,3056.127659534988,unassigned,Kepler-160,,,,Position candidates require review; component identity is preserved.
Kepler-1600,2,unmatched_other,,,,3362.0525571419616,unassigned,Kepler-1600,,,,Position candidates require review; component identity is preserved.
Kepler-1601,1,unmatched_other,,,,2101.9343455782155,unassigned,Kepler-1601,,,,Position candidates require review; component identity is preserved.
Kepler-1602,1,unmatched_other,,,,2054.1459131151582,unassigned,Kepler-1602,,,,Position candidates require review; component identity is preserved.
Kepler-1603,1,unmatched_other,,,,8847.252670668837,unassigned,Kepler-1603,,,,Position candidates require review; component identity is preserved.
Kepler-1604,1,unmatched_other,,,,1765.1224390014659,unassigned,Kepler-1604,,,,Position candidates require review; component identity is preserved.
Kepler-1605,1,unmatched_other,,,,1781.5639820021672,unassigned,Kepler-1605,,,,Position candidates require review; component identity is preserved.
Kepler-1606,1,unmatched_other,,,,2711.2955676301845,unassigned,Kepler-1606,,,,Position candidates require review; component identity is preserved.
Kepler-1607,1,unmatched_other,,,,4194.697173815036,unassigned,Kepler-1607,,,,Position candidates require review; component identity is preserved.
Kepler-1608,1,unmatched_other,,,,,unassigned,Kepler-1608,,,,Position candidates require review; component identity is preserved.
Kepler-1609,1,unmatched_other,,,,5955.74591965882,unassigned,Kepler-1609,,,,Position candidates require review; component identity is preserved.
Kepler-161,2,unmatched_other,,,,1417.579987597836,unassigned,Kepler-161,,,,Position candidates require review; component identity is preserved.
Kepler-1610,2,unmatched_other,,,,2819.0706810829047,unassigned,Kepler-1610,,,,Position candidates require review; component identity is preserved.
Kepler-1611,1,unmatched_other,,,,2962.9480439850918,unassigned,Kepler-1611,,,,Position candidates require review; component identity is preserved.
Kepler-1612,1,unmatched_other,,,,2494.2026210581425,unassigned,Kepler-1612,,,,Position candidates require review; component identity is preserved.
Kepler-1613,1,unmatched_other,,,,4919.514492014954,unassigned,Kepler-1613,,,,Position candidates require review; component identity is preserved.
Kepler-1614,1,unmatched_other,,,,3885.142155724075,unassigned,Kepler-1614,,,,Position candidates require review; component identity is preserved.
Kepler-1615,1,unmatched_other,,,,4546.065439529283,unassigned,Kepler-1615,,,,Position candidates require review; component identity is preserved.
Kepler-1616,1,unmatched_other,,,,3711.039881298877,unassigned,Kepler-1616,,,,Position candidates require review; component identity is preserved.
Kepler-1617,1,unmatched_other,,,,2929.8953566672767,unassigned,Kepler-1617,,,,Position candidates require review; component identity is preserved.
Kepler-1618,1,unmatched_other,,,,4009.2772730830675,unassigned,Kepler-1618,,,,Position candidates require review; component identity is preserved.
Kepler-1619,1,unmatched_other,,,,2396.7601416514885,unassigned,Kepler-1619,,,,Position candidates require review; component identity is preserved.
Kepler-162,2,unmatched_other,,,,2790.7276918593197,unassigned,Kepler-162,,,,Position candidates require review; component identity is preserved.
Kepler-1620,1,unmatched_other,,,,2919.3246284654774,unassigned,Kepler-1620,,,,Position candidates require review; component identity is preserved.
Kepler-1621,1,unmatched_other,,,,5321.763152653015,unassigned,Kepler-1621,,,,Position candidates require review; component identity is preserved.
Kepler-1622,1,unmatched_other,,,,2597.760532546986,unassigned,Kepler-1622,,,,Position candidates require review; component identity is preserved.
Kepler-1623,1,unmatched_other,,,,2731.497693665959,unassigned,Kepler-1623,,,,Position candidates require review; component identity is preserved.
Kepler-1624,1,unmatched_other,,,,844.6765254470447,unassigned,Kepler-1624,,,,Position candidates require review; component identity is preserved.
Kepler-1625,1,unmatched_other,,,,7534.57109727226,unassigned,Kepler-1625,,,,Position candidates require review; component identity is preserved.
Kepler-1626,1,unmatched_other,,,,4464.526345100097,unassigned,Kepler-1626,,,,Position candidates require review; component identity is preserved.
Kepler-1627,1,unmatched_other,,,,1035.3410207326986,unassigned,Kepler-1627,,,,Position candidates require review; component identity is preserved.
Kepler-1628,1,unmatched_other,,,,,unassigned,Kepler-1628,,,,Position candidates require review; component identity is preserved.
Kepler-1629,1,unmatched_other,,,,1096.1789698682026,unassigned,Kepler-1629,,,,Position candidates require review; component identity is preserved.
Kepler-163,2,unmatched_other,,,,2249.872355382976,unassigned,Kepler-163,,,,Position candidates require review; component identity is preserved.
Kepler-1630,1,unmatched_other,,,,1080.2723233269571,unassigned,Kepler-1630,,,,Position candidates require review; component identity is preserved.
Kepler-1631,1,unmatched_other,,,,4259.569677342896,unassigned,Kepler-1631,,,,Position candidates require review; component identity is preserved.
Kepler-1632,1,unmatched_other,,,,2337.7584529225296,unassigned,Kepler-1632,,,,Position candidates require review; component identity is preserved.
Kepler-1633,1,unmatched_other,,,,3636.350070801743,unassigned,Kepler-1633,,,,Position candidates require review; component identity is preserved.
Kepler-1634,1,unmatched_other,,,,2013.4905206327662,unassigned,Kepler-1634,,,,Position candidates require review; component identity is preserved.
Kepler-1635,1,unmatched_other,,,,3488.0793814917115,unassigned,Kepler-1635,,,,Position candidates require review; component identity is preserved.
Kepler-1636,1,unmatched_other,,,,6352.025918584663,unassigned,Kepler-1636,,,,Position candidates require review; component identity is preserved.
Kepler-1637,1,unmatched_other,,,,1849.916574080265,unassigned,Kepler-1637,,,,Position candidates require review; component identity is preserved.
Kepler-1638,1,unmatched_other,,,,4975.580773344463,unassigned,Kepler-1638,,,,Position candidates require review; component identity is preserved.
Kepler-1639,1,unmatched_other,,,,3363.6833390305455,unassigned,Kepler-1639,,,,Position candidates require review; component identity is preserved.
Kepler-164,4,unmatched_other,,,,2905.2640270221086,unassigned,Kepler-164,,,,Position candidates require review; component identity is preserved.
Kepler-1640,1,unmatched_other,,,,6065.791081500449,unassigned,Kepler-1640,,,,Position candidates require review; component identity is preserved.
Kepler-1641,2,unmatched_other,,,,2806.1516269615445,unassigned,Kepler-1641,,,,Position candidates require review; component identity is preserved.
Kepler-1642,2,unmatched_other,,,,1349.873185147617,unassigned,Kepler-1642,,,,Position candidates require review; component identity is preserved.
Kepler-1643,1,unmatched_other,,,,1114.7176983776224,unassigned,Kepler-1643,,,,Position candidates require review; component identity is preserved.
Kepler-1644,1,unmatched_other,,,,2052.404238058151,unassigned,Kepler-1644,,,,Position candidates require review; component identity is preserved.
Kepler-1645,1,unmatched_other,,,,3921.9325951305236,unassigned,Kepler-1645,,,,Position candidates require review; component identity is preserved.
Kepler-1646,1,unmatched_other,,,,416.14618389257,unassigned,Kepler-1646,,,,Position candidates require review; component identity is preserved.
Kepler-1647,1,unmatched_other,,,,3954.4830016266546,unassigned,Kepler-1647,,,,Position candidates require review; component identity is preserved.
Kepler-1649,2,unmatched_other,,,,300.687804649976,unassigned,Kepler-1649,,,,Position candidates require review; component identity is preserved.
Kepler-165,2,unmatched_other,,,,1829.3621991565558,unassigned,Kepler-165,,,,Position candidates require review; component identity is preserved.
Kepler-1650,1,unmatched_other,,,,438.34438695997153,unassigned,Kepler-1650,,,,Position candidates require review; component identity is preserved.
Kepler-1651,1,unmatched_other,,,,216.59197037586858,unassigned,Kepler-1651,,,,Position candidates require review; component identity is preserved.
Kepler-1652,1,unmatched_other,,,,,unassigned,Kepler-1652,,,,Position candidates require review; component identity is preserved.
Kepler-1653,1,unmatched_other,,,,,unassigned,Kepler-1653,,,,Position candidates require review; component identity is preserved.
Kepler-1654,1,unmatched_other,,,,1852.9498283930307,unassigned,Kepler-1654,,,,Position candidates require review; component identity is preserved.
Kepler-1655,1,unmatched_other,,,,695.5610911187268,unassigned,Kepler-1655,,,,Position candidates require review; component identity is preserved.
Kepler-1656,2,unmatched_other,,,,606.2431670809966,unassigned,Kepler-1656,,,,Position candidates require review; component identity is preserved.
Kepler-166,3,unmatched_other,,,,1968.451586433861,unassigned,Kepler-166,,,,Position candidates require review; component identity is preserved.
Kepler-1660 A,1,unmatched_other,,,,3876.4990117145812,unassigned,Kepler-1660 A,,,,Position candidates require review; component identity is preserved.
Kepler-1661,1,unmatched_other,,,,1339.2209178513883,unassigned,Kepler-1661,,,,Position candidates require review; component identity is preserved.
Kepler-1663,1,unmatched_other,,,,1102.167200963082,unassigned,Kepler-1663,,,,Position candidates require review; component identity is preserved.
Kepler-1664,1,unmatched_other,,,,2043.9926650768361,unassigned,Kepler-1664,,,,Position candidates require review; component identity is preserved.
Kepler-1665,1,unmatched_other,,,,1094.3035706963312,unassigned,Kepler-1665,,,,Position candidates require review; component identity is preserved.
Kepler-1666,2,unmatched_other,,,,4498.903227311442,unassigned,Kepler-1666,,,,Position candidates require review; component identity is preserved.
Kepler-1667,1,unmatched_other,,,,2044.4101452403133,unassigned,Kepler-1667,,,,Position candidates require review; component identity is preserved.
Kepler-1668,1,unmatched_other,,,,4356.275043335911,unassigned,Kepler-1668,,,,Position candidates require review; component identity is preserved.
Kepler-1669,3,unmatched_other,,,,1772.4772653189784,unassigned,Kepler-1669,,,,Position candidates require review; component identity is preserved.
Kepler-167,4,unmatched_other,,,,1115.154747923763,unassigned,Kepler-167,,,,Position candidates require review; component identity is preserved.
Kepler-1670,1,unmatched_other,,,,6738.325532352374,unassigned,Kepler-1670,,,,Position candidates require review; component identity is preserved.
Kepler-1671,1,unmatched_other,,,,1164.5707007116266,unassigned,Kepler-1671,,,,Position candidates require review; component identity is preserved.
Kepler-1672,1,unmatched_other,,,,1275.8617799161336,unassigned,Kepler-1672,,,,Position candidates require review; component identity is preserved.
Kepler-1673,1,unmatched_other,,,,2371.7667784270543,unassigned,Kepler-1673,,,,Position candidates require review; component identity is preserved.
Kepler-1674,1,unmatched_other,,,,3302.268093106483,unassigned,Kepler-1674,,,,Position candidates require review; component identity is preserved.
Kepler-1675,1,unmatched_other,,,,2123.6596218979275,unassigned,Kepler-1675,,,,Position candidates require review; component identity is preserved.
Kepler-1676,1,unmatched_other,,,,,unassigned,Kepler-1676,,,,Position candidates require review; component identity is preserved.
Kepler-1677,1,unmatched_other,,,,2398.4528932518383,unassigned,Kepler-1677,,,,Position candidates require review; component identity is preserved.
Kepler-1678,1,unmatched_other,,,,2763.650189381276,unassigned,Kepler-1678,,,,Position candidates require review; component identity is preserved.
Kepler-1679,1,unmatched_other,,,,2965.6747113028036,unassigned,Kepler-1679,,,,Position candidates require review; component identity is preserved.
Kepler-168,2,unmatched_other,,,,4382.237091002163,unassigned,Kepler-168,,,,Position candidates require review; component identity is preserved.
Kepler-1680,1,unmatched_other,,,,1012.1121635117121,unassigned,Kepler-1680,,,,Position candidates require review; component identity is preserved.
Kepler-1681,1,unmatched_other,,,,2473.2438122260646,unassigned,Kepler-1681,,,,Position candidates require review; component identity is preserved.
Kepler-1682,1,unmatched_other,,,,3782.9247469476472,unassigned,Kepler-1682,,,,Position candidates require review; component identity is preserved.
Kepler-1683,1,unmatched_other,,,,2391.1926522838635,unassigned,Kepler-1683,,,,Position candidates require review; component identity is preserved.
Kepler-1684,1,unmatched_other,,,,2028.6796231430349,unassigned,Kepler-1684,,,,Position candidates require review; component identity is preserved.
Kepler-1685,1,unmatched_other,,,,3724.347061509721,unassigned,Kepler-1685,,,,Position candidates require review; component identity is preserved.
Kepler-1686,1,unmatched_other,,,,2380.3642605436676,unassigned,Kepler-1686,,,,Position candidates require review; component identity is preserved.
Kepler-1687,1,unmatched_other,,,,1360.1177569717001,unassigned,Kepler-1687,,,,Position candidates require review; component identity is preserved.
Kepler-1688,1,unmatched_other,,,,,unassigned,Kepler-1688,,,,Position candidates require review; component identity is preserved.
Kepler-1689,1,unmatched_other,,,,959.2976612680399,unassigned,Kepler-1689,,,,Position candidates require review; component identity is preserved.
Kepler-169,5,unmatched_other,,,,1325.9202607680995,unassigned,Kepler-169,,,,Position candidates require review; component identity is preserved.
Kepler-1690,1,unmatched_other,,,,2295.4527091688906,unassigned,Kepler-1690,,,,Position candidates require review; component identity is preserved.
Kepler-1691,1,unmatched_other,,,,4134.58655340184,unassigned,Kepler-1691,,,,Position candidates require review; component identity is preserved.
Kepler-1692,1,unmatched_other,,,,1927.6461620177192,unassigned,Kepler-1692,,,,Position candidates require review; component identity is preserved.
Kepler-1693,2,unmatched_other,,,,2479.000472292765,unassigned,Kepler-1693,,,,Position candidates require review; component identity is preserved.
Kepler-1694,1,unmatched_other,,,,1674.2552721695813,unassigned,Kepler-1694,,,,Position candidates require review; component identity is preserved.
Kepler-1695,1,unmatched_other,,,,2580.4677214004437,unassigned,Kepler-1695,,,,Position candidates require review; component identity is preserved.
Kepler-1696,1,unmatched_other,,,,4913.089211373935,unassigned,Kepler-1696,,,,Position candidates require review; component identity is preserved.
Kepler-1697,1,unmatched_other,,,,808.120918632552,unassigned,Kepler-1697,,,,Position candidates require review; component identity is preserved.
Kepler-1698,1,unmatched_other,,,,725.192398034293,unassigned,Kepler-1698,,,,Position candidates require review; component identity is preserved.
Kepler-1699,1,unmatched_other,,,,2670.4346966298303,unassigned,Kepler-1699,,,,Position candidates require review; component identity is preserved.
Kepler-17,1,unmatched_other,,,,2350.7818770847593,unassigned,Kepler-17,,,,Position candidates require review; component identity is preserved.
Kepler-170,2,unmatched_other,,,,2409.1769149511647,unassigned,Kepler-170,,,,Position candidates require review; component identity is preserved.
Kepler-1700,1,unmatched_other,,,,2340.4883818040184,unassigned,Kepler-1700,,,,Position candidates require review; component identity is preserved.
Kepler-1701,1,unmatched_other,,,,1905.216387922139,unassigned,Kepler-1701,,,,Position candidates require review; component identity is preserved.
Kepler-1702,1,unmatched_other,,,,2795.6167759612936,unassigned,Kepler-1702,,,,Position candidates require review; component identity is preserved.
Kepler-1704,1,unmatched_other,,,,2724.889765453418,unassigned,Kepler-1704,,,,Position candidates require review; component identity is preserved.
Kepler-1705,2,unmatched_other,,,,5327.731814365231,unassigned,Kepler-1705,,,,Position candidates require review; component identity is preserved.
Kepler-1708,1,unmatched_other,,,,5436.015731767189,unassigned,Kepler-1708,,,,Position candidates require review; component identity is preserved.
Kepler-1709,1,unmatched_other,,,,893.4923504999098,unassigned,Kepler-1709,,,,Position candidates require review; component identity is preserved.
Kepler-171,3,unmatched_other,,,,2817.5181767249733,unassigned,Kepler-171,,,,Position candidates require review; component identity is preserved.
Kepler-1710,1,unmatched_other,,,,995.4064338450604,unassigned,Kepler-1710,,,,Position candidates require review; component identity is preserved.
Kepler-1711,1,unmatched_other,,,,1925.1967276210667,unassigned,Kepler-1711,,,,Position candidates require review; component identity is preserved.
Kepler-1712,1,unmatched_other,,,,509.66500207529185,unassigned,Kepler-1712,,,,Position candidates require review; component identity is preserved.
Kepler-1713,1,unmatched_other,,,,963.1169524511029,unassigned,Kepler-1713,,,,Position candidates require review; component identity is preserved.
Kepler-1714,1,unmatched_other,,,,1335.4799041989772,unassigned,Kepler-1714,,,,Position candidates require review; component identity is preserved.
Kepler-1715,1,unmatched_other,,,,1704.5095377665866,unassigned,Kepler-1715,,,,Position candidates require review; component identity is preserved.
Kepler-1716,1,unmatched_other,,,,637.436763045826,unassigned,Kepler-1716,,,,Position candidates require review; component identity is preserved.
Kepler-1717,1,unmatched_other,,,,3290.232922768735,unassigned,Kepler-1717,,,,Position candidates require review; component identity is preserved.
Kepler-1718,1,unmatched_other,,,,1224.7889527294687,unassigned,Kepler-1718,,,,Position candidates require review; component identity is preserved.
Kepler-1719,1,unmatched_other,,,,2953.039413230057,unassigned,Kepler-1719,,,,Position candidates require review; component identity is preserved.
Kepler-172,4,unmatched_other,,,,2702.505653250718,unassigned,Kepler-172,,,,Position candidates require review; component identity is preserved.
Kepler-1720,1,unmatched_other,,,,2052.975011719155,unassigned,Kepler-1720,,,,Position candidates require review; component identity is preserved.
Kepler-1721,1,unmatched_other,,,,2091.8822060169855,unassigned,Kepler-1721,,,,Position candidates require review; component identity is preserved.
Kepler-1722,1,unmatched_other,,,,2518.850258522197,unassigned,Kepler-1722,,,,Position candidates require review; component identity is preserved.
Kepler-1723,1,unmatched_other,,,,2646.034938012841,unassigned,Kepler-1723,,,,Position candidates require review; component identity is preserved.
Kepler-1724,1,unmatched_other,,,,3459.769007905898,unassigned,Kepler-1724,,,,Position candidates require review; component identity is preserved.
Kepler-1725,1,unmatched_other,,,,1822.079127242141,unassigned,Kepler-1725,,,,Position candidates require review; component identity is preserved.
Kepler-1726,1,unmatched_other,,,,1273.8102563002956,unassigned,Kepler-1726,,,,Position candidates require review; component identity is preserved.
Kepler-1727,1,unmatched_other,,,,2916.447929214016,unassigned,Kepler-1727,,,,Position candidates require review; component identity is preserved.
Kepler-1728,1,unmatched_other,,,,2125.8318233735213,unassigned,Kepler-1728,,,,Position candidates require review; component identity is preserved.
Kepler-1729,1,unmatched_other,,,,1879.251078692109,unassigned,Kepler-1729,,,,Position candidates require review; component identity is preserved.
Kepler-173,2,unmatched_other,,,,2717.4207844037046,unassigned,Kepler-173,,,,Position candidates require review; component identity is preserved.
Kepler-1730,1,unmatched_other,,,,4654.5124351201,unassigned,Kepler-1730,,,,Position candidates require review; component identity is preserved.
Kepler-1731,1,unmatched_other,,,,554.296240802051,unassigned,Kepler-1731,,,,Position candidates require review; component identity is preserved.
Kepler-1732,1,unmatched_other,,,,4205.4929499174605,unassigned,Kepler-1732,,,,Position candidates require review; component identity is preserved.
Kepler-1733,1,unmatched_other,,,,6785.716054034618,unassigned,Kepler-1733,,,,Position candidates require review; component identity is preserved.
Kepler-1734,1,unmatched_other,,,,4836.344615697185,unassigned,Kepler-1734,,,,Position candidates require review; component identity is preserved.
Kepler-1735,1,unmatched_other,,,,800.0713792305029,unassigned,Kepler-1735,,,,Position candidates require review; component identity is preserved.
Kepler-1736,1,unmatched_other,,,,4664.03620134943,unassigned,Kepler-1736,,,,Position candidates require review; component identity is preserved.
Kepler-1737,1,unmatched_other,,,,,unassigned,Kepler-1737,,,,Position candidates require review; component identity is preserved.
Kepler-1738,1,unmatched_other,,,,4249.393598358133,unassigned,Kepler-1738,,,,Position candidates require review; component identity is preserved.
Kepler-1739,1,unmatched_other,,,,2555.976638997694,unassigned,Kepler-1739,,,,Position candidates require review; component identity is preserved.
Kepler-174,3,unmatched_other,,,,1254.90949421161,unassigned,Kepler-174,,,,Position candidates require review; component identity is preserved.
Kepler-1740,1,unmatched_other,,,,3463.030571683066,unassigned,Kepler-1740,,,,Position candidates require review; component identity is preserved.
Kepler-1741,1,unmatched_other,,,,883.0325154665336,unassigned,Kepler-1741,,,,Position candidates require review; component identity is preserved.
Kepler-1742,1,unmatched_other,,,,2183.8550429693296,unassigned,Kepler-1742,,,,Position candidates require review; component identity is preserved.
Kepler-1743,1,unmatched_other,,,,1757.3533940842533,unassigned,Kepler-1743,,,,Position candidates require review; component identity is preserved.
Kepler-1744,1,unmatched_other,,,,3560.4208660692857,unassigned,Kepler-1744,,,,Position candidates require review; component identity is preserved.
Kepler-1745,1,unmatched_other,,,,3248.859986255366,unassigned,Kepler-1745,,,,Position candidates require review; component identity is preserved.
Kepler-1746,1,unmatched_other,,,,3194.8354438503648,unassigned,Kepler-1746,,,,Position candidates require review; component identity is preserved.
Kepler-1747,1,unmatched_other,,,,4309.765143873504,unassigned,Kepler-1747,,,,Position candidates require review; component identity is preserved.
Kepler-1748,1,unmatched_other,,,,3533.186808529937,unassigned,Kepler-1748,,,,Position candidates require review; component identity is preserved.
Kepler-1749,1,unmatched_other,,,,874.7514050363055,unassigned,Kepler-1749,,,,Position candidates require review; component identity is preserved.
Kepler-175,2,unmatched_other,,,,4280.280607327909,unassigned,Kepler-175,,,,Position candidates require review; component identity is preserved.
Kepler-1750,1,unmatched_other,,,,4883.637290466113,unassigned,Kepler-1750,,,,Position candidates require review; component identity is preserved.
Kepler-1751,1,unmatched_other,,,,4212.211771298425,unassigned,Kepler-1751,,,,Position candidates require review; component identity is preserved.
Kepler-1752,1,unmatched_other,,,,3140.5206222691954,unassigned,Kepler-1752,,,,Position candidates require review; component identity is preserved.
Kepler-1753,1,unmatched_other,,,,2308.1695463360666,unassigned,Kepler-1753,,,,Position candidates require review; component identity is preserved.
Kepler-1754,1,unmatched_other,,,,2344.8849697756405,unassigned,Kepler-1754,,,,Position candidates require review; component identity is preserved.
Kepler-1755,1,unmatched_other,,,,3204.104808105075,unassigned,Kepler-1755,,,,Position candidates require review; component identity is preserved.
Kepler-1756,1,unmatched_other,,,,,unassigned,Kepler-1756,,,,Position candidates require review; component identity is preserved.
Kepler-1757,1,unmatched_other,,,,2633.0865298174863,unassigned,Kepler-1757,,,,Position candidates require review; component identity is preserved.
Kepler-1758,1,unmatched_other,,,,5180.700519290523,unassigned,Kepler-1758,,,,Position candidates require review; component identity is preserved.
Kepler-1759,1,unmatched_other,,,,1256.8370784039162,unassigned,Kepler-1759,,,,Position candidates require review; component identity is preserved.
Kepler-176,4,unmatched_other,,,,1719.8910725397081,unassigned,Kepler-176,,,,Position candidates require review; component identity is preserved.
Kepler-1760,1,unmatched_other,,,,,unassigned,Kepler-1760,,,,Position candidates require review; component identity is preserved.
Kepler-1761,1,unmatched_other,,,,721.4122456165559,unassigned,Kepler-1761,,,,Position candidates require review; component identity is preserved.
Kepler-1762,1,unmatched_other,,,,5426.394118624546,unassigned,Kepler-1762,,,,Position candidates require review; component identity is preserved.
Kepler-1763,1,unmatched_other,,,,2467.327335534283,unassigned,Kepler-1763,,,,Position candidates require review; component identity is preserved.
Kepler-1764,1,unmatched_other,,,,5030.896895005222,unassigned,Kepler-1764,,,,Position candidates require review; component identity is preserved.
Kepler-1765,1,unmatched_other,,,,2493.3219988383075,unassigned,Kepler-1765,,,,Position candidates require review; component identity is preserved.
Kepler-1766,1,unmatched_other,,,,1634.7903504658555,unassigned,Kepler-1766,,,,Position candidates require review; component identity is preserved.
Kepler-1767,1,unmatched_other,,,,2676.132648548542,unassigned,Kepler-1767,,,,Position candidates require review; component identity is preserved.
Kepler-1768,1,unmatched_other,,,,2063.806665023128,unassigned,Kepler-1768,,,,Position candidates require review; component identity is preserved.
Kepler-1769,1,unmatched_other,,,,1429.9086986755287,unassigned,Kepler-1769,,,,Position candidates require review; component identity is preserved.
Kepler-177,2,unmatched_other,,,,4681.779108297221,unassigned,Kepler-177,,,,Position candidates require review; component identity is preserved.
Kepler-1770,1,unmatched_other,,,,1901.3025113895378,unassigned,Kepler-1770,,,,Position candidates require review; component identity is preserved.
Kepler-1771,1,unmatched_other,,,,1845.2362300600296,unassigned,Kepler-1771,,,,Position candidates require review; component identity is preserved.
Kepler-1772,1,unmatched_other,,,,2842.6615718831567,unassigned,Kepler-1772,,,,Position candidates require review; component identity is preserved.
Kepler-1773,1,unmatched_other,,,,2221.9566310142,unassigned,Kepler-1773,,,,Position candidates require review; component identity is preserved.
Kepler-1774,1,unmatched_other,,,,2663.3668879247084,unassigned,Kepler-1774,,,,Position candidates require review; component identity is preserved.
Kepler-1775,1,unmatched_other,,,,2142.9224175658787,unassigned,Kepler-1775,,,,Position candidates require review; component identity is preserved.
Kepler-1776,1,unmatched_other,,,,2251.5748916746575,unassigned,Kepler-1776,,,,Position candidates require review; component identity is preserved.
Kepler-1777,1,unmatched_other,,,,2019.3841663781075,unassigned,Kepler-1777,,,,Position candidates require review; component identity is preserved.
Kepler-1778,1,unmatched_other,,,,4162.701233161023,unassigned,Kepler-1778,,,,Position candidates require review; component identity is preserved.
Kepler-1779,1,unmatched_other,,,,2963.1339531203903,unassigned,Kepler-1779,,,,Position candidates require review; component identity is preserved.
Kepler-178,3,unmatched_other,,,,2335.3612035463116,unassigned,Kepler-178,,,,Position candidates require review; component identity is preserved.
Kepler-1780,1,unmatched_other,,,,2578.3183508712905,unassigned,Kepler-1780,,,,Position candidates require review; component identity is preserved.
Kepler-1781,1,unmatched_other,,,,3139.679138814686,unassigned,Kepler-1781,,,,Position candidates require review; component identity is preserved.
Kepler-1782,1,unmatched_other,,,,997.3601105475836,unassigned,Kepler-1782,,,,Position candidates require review; component identity is preserved.
Kepler-1783,1,unmatched_other,,,,861.3072391468214,unassigned,Kepler-1783,,,,Position candidates require review; component identity is preserved.
Kepler-1784,1,unmatched_other,,,,2880.107585608816,unassigned,Kepler-1784,,,,Position candidates require review; component identity is preserved.
Kepler-1785,1,unmatched_other,,,,2432.278571184842,unassigned,Kepler-1785,,,,Position candidates require review; component identity is preserved.
Kepler-1786,1,unmatched_other,,,,2817.69430116894,unassigned,Kepler-1786,,,,Position candidates require review; component identity is preserved.
Kepler-1787,1,unmatched_other,,,,2539.4600800301178,unassigned,Kepler-1787,,,,Position candidates require review; component identity is preserved.
Kepler-1788,1,unmatched_other,,,,1827.9271110946024,unassigned,Kepler-1788,,,,Position candidates require review; component identity is preserved.
Kepler-1789,1,unmatched_other,,,,1994.319048750576,unassigned,Kepler-1789,,,,Position candidates require review; component identity is preserved.
Kepler-179,2,unmatched_other,,,,1975.463948554771,unassigned,Kepler-179,,,,Position candidates require review; component identity is preserved.
Kepler-1790,1,unmatched_other,,,,3490.4277074112724,unassigned,Kepler-1790,,,,Position candidates require review; component identity is preserved.
Kepler-1791,1,unmatched_other,,,,1964.1724147582172,unassigned,Kepler-1791,,,,Position candidates require review; component identity is preserved.
Kepler-1792,1,unmatched_other,,,,1960.2944154271652,unassigned,Kepler-1792,,,,Position candidates require review; component identity is preserved.
Kepler-1793,1,unmatched_other,,,,3880.8695071759857,unassigned,Kepler-1793,,,,Position candidates require review; component identity is preserved.
Kepler-1794,1,unmatched_other,,,,1830.4841770959015,unassigned,Kepler-1794,,,,Position candidates require review; component identity is preserved.
Kepler-1795,1,unmatched_other,,,,,unassigned,Kepler-1795,,,,Position candidates require review; component identity is preserved.
Kepler-1796,1,unmatched_other,,,,2693.6700769783715,unassigned,Kepler-1796,,,,Position candidates require review; component identity is preserved.
Kepler-1797,1,unmatched_other,,,,4365.570500100838,unassigned,Kepler-1797,,,,Position candidates require review; component identity is preserved.
Kepler-1798,1,unmatched_other,,,,1288.956958481461,unassigned,Kepler-1798,,,,Position candidates require review; component identity is preserved.
Kepler-1799,1,unmatched_other,,,,7353.81523274164,unassigned,Kepler-1799,,,,Position candidates require review; component identity is preserved.
Kepler-18,3,unmatched_other,,,,1412.4104090110256,unassigned,Kepler-18,,,,Position candidates require review; component identity is preserved.
Kepler-180,2,unmatched_other,,,,2268.906841586525,unassigned,Kepler-180,,,,Position candidates require review; component identity is preserved.
Kepler-1800,1,unmatched_other,,,,1143.0313335272128,unassigned,Kepler-1800,,,,Position candidates require review; component identity is preserved.
Kepler-1801,2,unmatched_other,,,,2737.534848217496,unassigned,Kepler-1801,,,,Position candidates require review; component identity is preserved.
Kepler-1802,2,unmatched_other,,,,2076.618087539842,unassigned,Kepler-1802,,,,Position candidates require review; component identity is preserved.
Kepler-1804,1,unmatched_other,,,,1417.0059523730545,unassigned,Kepler-1804,,,,Position candidates require review; component identity is preserved.
Kepler-1805,1,unmatched_other,,,,722.8897340076128,unassigned,Kepler-1805,,,,Position candidates require review; component identity is preserved.
Kepler-1806,1,unmatched_other,,,,3190.024637279043,unassigned,Kepler-1806,,,,Position candidates require review; component identity is preserved.
Kepler-1807,1,unmatched_other,,,,4237.815046949189,unassigned,Kepler-1807,,,,Position candidates require review; component identity is preserved.
Kepler-1808,1,unmatched_other,,,,3333.3507959028884,unassigned,Kepler-1808,,,,Position candidates require review; component identity is preserved.
